id,fdc_id,name,origin_dataset
4067,2343608,"Nutrition bar (Tiger's Milk)",survey_fndds_food
4068,2343609,Nutrition bar (Zone Perfect Classic Crunch),survey_fndds_food
4069,2343610,"Nutrition bar or meal replacement bar, NFS",survey_fndds_food
4070,2343611,"Baby Toddler snack, NFS",survey_fndds_food
4071,2343612,Baby Toddler bar,survey_fndds_food
4072,2343613,Baby Toddler cookie,survey_fndds_food
4073,2343614,Baby Toddler biscuit,survey_fndds_food
4074,2343615,"Crackers, NFS",survey_fndds_food
4075,2343616,Graham crackers,survey_fndds_food
4076,2343617,Graham crackers (Teddy Grahams),survey_fndds_food
4077,2343618,"Graham crackers, chocolate covered",survey_fndds_food
4078,2343619,"Crackers, oatmeal",survey_fndds_food
4079,2343620,"Crackers, Cuban",survey_fndds_food
4080,2343621,"Graham crackers, reduced fat",survey_fndds_food
4081,2343622,"Graham crackers, sandwich, with filling",survey_fndds_food
4082,2343623,"Crackers, breakfast biscuit",survey_fndds_food
4083,2343624,"Crackers, butter, reduced sodium",survey_fndds_food
4084,2343625,"Crackers, matzo, reduced sodium",survey_fndds_food
4085,2343626,"Crackers, saltine, reduced sodium",survey_fndds_food
4086,2343627,"Crackers, wheat, reduced sodium",survey_fndds_food
4087,2343628,"Crackers, woven wheat, reduced sodium",survey_fndds_food
4088,2343629,"Crackers, butter, plain",survey_fndds_food
4089,2343630,"Crackers, butter, flavored",survey_fndds_food
4090,2343631,"Crackers, butter (Ritz)",survey_fndds_food
4091,2343632,"Crackers, butter, reduced fat",survey_fndds_food
4092,2343633,"Crackers, cheese",survey_fndds_food
4093,2343634,"Crackers, cheese (Cheez-It)",survey_fndds_food
4094,2343635,"Crackers, cheese (Goldfish)",survey_fndds_food
4095,2343636,"Crackers, cheese, reduced fat",survey_fndds_food
4096,2343637,"Crackers, cheese, reduced sodium",survey_fndds_food
4097,2343638,"Crackers, cheese, whole grain",survey_fndds_food
4098,2343639,"Crackers, crispbread",survey_fndds_food
4099,2343640,"Crackers, flatbread",survey_fndds_food
4100,2343641,"Crackers, matzo",survey_fndds_food
4101,2343642,"Crackers, milk",survey_fndds_food
4102,2343643,"Crackers, oyster",survey_fndds_food
4103,2343644,"Chips, rice",survey_fndds_food
4104,2343645,Rice cake,survey_fndds_food
4105,2343646,"Crackers, rice",survey_fndds_food
4106,2343647,"Crackers, rice and nuts",survey_fndds_food
4107,2343648,Popcorn cake,survey_fndds_food
4108,2343649,Rice paper,survey_fndds_food
4109,2343650,"Crackers, saltine",survey_fndds_food
4110,2343651,"Crackers, saltine, reduced fat",survey_fndds_food
4111,2343652,"Crackers, saltine, multigrain",survey_fndds_food
4112,2343653,"Crackers, multigrain",survey_fndds_food
4113,2343654,"Crackers, sandwich",survey_fndds_food
4114,2343655,"Crackers, sandwich, peanut butter filled",survey_fndds_food
4115,2343656,"Crackers, sandwich, peanut butter filled (Ritz)",survey_fndds_food
4116,2343657,"Crackers, sandwich, reduced fat, peanut butter filled",survey_fndds_food
4117,2343658,"Crackers, whole grain, sandwich, peanut butter filled",survey_fndds_food
4118,2343659,"Crackers, sandwich, cheese filled",survey_fndds_food
4119,2343660,"Crackers, sandwich, cheese filled (Ritz)",survey_fndds_food
4120,2343661,"Crackers, water",survey_fndds_food
4121,2343662,"Crackers, wonton",survey_fndds_food
4122,2343663,"Crackers, woven wheat",survey_fndds_food
4123,2343664,"Crackers, woven wheat, plain (Triscuit)",survey_fndds_food
4124,2343665,"Crackers, woven wheat, flavored (Triscuit)",survey_fndds_food
4125,2343666,"Crackers, woven wheat, reduced fat",survey_fndds_food
4126,2343667,"Crackers, wheat",survey_fndds_food
4127,2343668,"Crackers, wheat, plain (Wheat Thins)",survey_fndds_food
4128,2343669,"Crackers, wheat, flavored (Wheat Thins)",survey_fndds_food
4129,2343670,"Crackers, wheat, reduced fat",survey_fndds_food
4130,2343671,"Crackers, gluten free, plain",survey_fndds_food
4131,2343672,"Crackers, gluten free, flavored",survey_fndds_food
4132,2343673,Baby Toddler crackers,survey_fndds_food
4133,2343674,"Baby Toddler puffs, fruit",survey_fndds_food
4134,2343675,"Baby Toddler puffs, vegetable",survey_fndds_food
4135,2343676,Baby Toddler crunchies,survey_fndds_food
4136,2343677,Baby Toddler wheels,survey_fndds_food
4137,2343678,Corn nuts,survey_fndds_food
4138,2343679,"Corn chips, plain",survey_fndds_food
4139,2343680,"Corn chips, flavored",survey_fndds_food
4140,2343681,"Corn chips, plain (Fritos)",survey_fndds_food
4141,2343682,"Corn chips, flavored (Fritos)",survey_fndds_food
4142,2343683,Cheese flavored corn snacks,survey_fndds_food
4143,2343684,"Cheese flavored corn snacks, reduced fat",survey_fndds_food
4144,2343685,"Tortilla chips, plain",survey_fndds_food
4145,2343686,Cheese flavored corn snacks (Cheetos),survey_fndds_food
4146,2343687,"Tortilla chips, flavored",survey_fndds_food
4147,2343688,"Corn chips, reduced sodium",survey_fndds_food
4148,2343689,"Tortilla chips, nacho cheese flavor (Doritos)",survey_fndds_food
4149,2343690,"Tortilla chips, cool ranch flavor (Doritos)",survey_fndds_food
4150,2343691,"Tortilla chips, other flavors (Doritos)",survey_fndds_food
4151,2343692,"Tortilla chips, reduced fat, plain",survey_fndds_food
4152,2343693,"Tortilla chips, reduced fat, flavored",survey_fndds_food
4153,2343694,"Tortilla chips, low fat, unsalted",survey_fndds_food
4154,2343695,"Tortilla chips, reduced sodium",survey_fndds_food
4155,2343696,Snack mix,survey_fndds_food
4156,2343697,"Potato chips, restructured, multigrain",survey_fndds_food
4157,2343698,Pita chips,survey_fndds_food
4158,2343699,"Popcorn, NFS",survey_fndds_food
4159,2343700,"Popcorn, movie theater, with added butter",survey_fndds_food
4160,2343701,"Popcorn, movie theater, no butter added",survey_fndds_food
4161,2343702,"Popcorn, air-popped, no butter added",survey_fndds_food
4162,2343703,"Popcorn, air-popped, with added butter",survey_fndds_food
4163,2343704,"Popcorn, popped in oil, no butter added",survey_fndds_food
4164,2343705,"Popcorn, popped in oil, with added butter",survey_fndds_food
4165,2343706,"Popcorn, microwave, NFS",survey_fndds_food
4166,2343707,"Popcorn, microwave, plain",survey_fndds_food
4167,2343708,"Popcorn, microwave, plain, light",survey_fndds_food
4168,2343709,"Popcorn, microwave, low sodium",survey_fndds_food
4169,2343710,"Popcorn, microwave, butter flavored",survey_fndds_food
4170,2343711,"Popcorn, microwave, flavored, light",survey_fndds_food
4171,2343712,"Popcorn, microwave, cheese flavored",survey_fndds_food
4172,2343713,"Popcorn, microwave, kettle",survey_fndds_food
4173,2343714,"Popcorn, ready-to-eat, NFS",survey_fndds_food
4174,2343715,"Popcorn, ready-to-eat, plain",survey_fndds_food
4175,2343716,"Popcorn, ready-to-eat, plain, light",survey_fndds_food
4176,2343717,"Popcorn, ready-to-eat, low sodium",survey_fndds_food
4177,2343718,"Popcorn, ready-to-eat, butter flavored",survey_fndds_food
4178,2343719,"Popcorn, ready-to-eat, cheese flavored",survey_fndds_food
4179,2343720,"Popcorn, ready-to-eat, flavored, light",survey_fndds_food
4180,2343721,"Popcorn, ready-to-eat, kettle",survey_fndds_food
4181,2343722,"Popcorn, caramel coated",survey_fndds_food
4182,2343723,"Popcorn, caramel coated, with nuts",survey_fndds_food
4183,2343724,"Popcorn, chocolate coated",survey_fndds_food
4184,2343725,"Popcorn chips, plain",survey_fndds_food
4185,2343726,"Popcorn chips, other flavors",survey_fndds_food
4186,2343727,"Popcorn chips, sweet flavors",survey_fndds_food
4187,2343728,Onion flavored rings,survey_fndds_food
4188,2343729,Shrimp chips,survey_fndds_food
4189,2343730,"Pretzels, NFS",survey_fndds_food
4190,2343731,"Pretzels, hard, NFS",survey_fndds_food
4191,2343732,"Pretzels, hard, plain, salted",survey_fndds_food
4192,2343733,"Pretzels, hard, plain, lightly salted",survey_fndds_food
4193,2343734,"Pretzels, hard, plain, unsalted",survey_fndds_food
4194,2343735,"Pretzels, hard, flavored",survey_fndds_food
4195,2343736,"Pretzels, hard, multigrain",survey_fndds_food
4196,2343737,"Pretzels, hard, plain, gluten free",survey_fndds_food
4197,2343738,"Pretzels, hard, flavored, gluten free",survey_fndds_food
4198,2343739,"Pretzel chips, hard, plain",survey_fndds_food
4199,2343740,"Pretzel chips, hard, flavored",survey_fndds_food
4200,2343741,"Pretzel chips, hard, gluten free",survey_fndds_food
4201,2343742,"Pretzels, hard, coated, NFS",survey_fndds_food
4202,2343743,"Pretzels, hard, chocolate coated",survey_fndds_food
4203,2343744,"Pretzels, hard, white chocolate coated",survey_fndds_food
4204,2343745,"Pretzels, hard, yogurt coated",survey_fndds_food
4205,2343746,"Pretzels, hard, coated, gluten free",survey_fndds_food
4206,2343747,"Pretzels, hard, filled, NFS",survey_fndds_food
4207,2343748,"Pretzels, hard, cheese filled",survey_fndds_food
4208,2343749,"Pretzels, hard, peanut butter filled",survey_fndds_food
4209,2343750,"Pretzels, soft, NFS",survey_fndds_food
4210,2343751,"Pretzels, soft, ready-to-eat, NFS",survey_fndds_food
4211,2343752,"Pretzels, soft, ready-to-eat, salted, buttered",survey_fndds_food
4212,2343753,"Pretzels, soft, ready-to-eat, unsalted, buttered",survey_fndds_food
4213,2343754,"Pretzels, soft, ready-to-eat, salted, no butter",survey_fndds_food
4214,2343755,"Pretzels, soft, ready-to-eat, unsalted, no butter",survey_fndds_food
4215,2343756,"Pretzels, soft, ready-to-eat, cinnamon sugar coated",survey_fndds_food
4216,2343757,"Pretzels, soft, ready-to-eat, coated or flavored",survey_fndds_food
4217,2343758,"Pretzels, soft, ready-to-eat, topped with meat",survey_fndds_food
4218,2343759,"Pretzels, soft, ready-to-eat, topped with cheese",survey_fndds_food
4219,2343760,"Pretzels, soft, from frozen, NFS",survey_fndds_food
4220,2343761,"Pretzels, soft, from frozen, salted",survey_fndds_food
4221,2343762,"Pretzels, soft, from frozen, unsalted",survey_fndds_food
4222,2343763,"Pretzels, soft, from frozen, cinnamon sugar coated",survey_fndds_food
4223,2343764,"Pretzels, soft, from frozen, coated or flavored",survey_fndds_food
4224,2343765,"Pretzels, soft, from frozen, topped with meat",survey_fndds_food
4225,2343766,"Pretzels, soft, from frozen, topped with cheese",survey_fndds_food
4226,2343767,"Pretzels, soft, filled with cheese",survey_fndds_food
4227,2343768,"Pretzels, soft, from school lunch",survey_fndds_food
4228,2343769,"Pretzels, soft, multigrain",survey_fndds_food
4229,2343770,"Pretzels, soft, gluten free",survey_fndds_food
4230,2343771,"Pretzels, soft, gluten free, cinnamon sugar coated",survey_fndds_food
4231,2343772,"Pretzels, soft, gluten free, coated or flavored",survey_fndds_food
4232,2343773,Multigrain chips (Sun Chips),survey_fndds_food
4233,2343774,"Snack mix, plain (Chex Mix)",survey_fndds_food
4234,2343775,Bagel chips,survey_fndds_food
4235,2343776,Cracker chips,survey_fndds_food
4236,2343777,"Pancakes, NFS",survey_fndds_food
4237,2343778,"Pancakes, plain, frozen",survey_fndds_food
4238,2343779,"Pancakes, fruit, frozen",survey_fndds_food
4239,2343780,"Pancakes, chocolate, frozen",survey_fndds_food
4240,2343781,"Pancakes, whole grain, frozen",survey_fndds_food
4241,2343782,"Pancakes, plain, fast food / restaurant",survey_fndds_food
4242,2343783,"Pancakes, fruit, fast food / restaurant",survey_fndds_food
4243,2343784,"Pancakes, chocolate, fast food / restaurant",survey_fndds_food
4244,2343785,"Pancakes, whole grain, fast food / restaurant",survey_fndds_food
4245,2343786,"Pancakes, school",survey_fndds_food
4246,2343787,"Pancakes, plain",survey_fndds_food
4247,2343788,"Pancakes, plain, reduced fat",survey_fndds_food
4248,2343789,"Pancakes, fruit",survey_fndds_food
4249,2343790,"Pancakes, pumpkin",survey_fndds_food
4250,2343791,"Pancakes, chocolate",survey_fndds_food
4251,2343792,"Pancakes, whole grain",survey_fndds_food
4252,2343793,"Pancakes, whole grain, reduced fat",survey_fndds_food
4253,2343794,"Pancakes, gluten free",survey_fndds_food
4254,2343795,"Waffle, NFS",survey_fndds_food
4255,2343796,"Waffle, plain, frozen",survey_fndds_food
4256,2343797,"Waffle, plain, reduced fat",survey_fndds_food
4257,2343798,"Waffle, fruit, frozen",survey_fndds_food
4258,2343799,"Waffle, chocolate, frozen",survey_fndds_food
4259,2343800,"Waffle, whole grain, frozen",survey_fndds_food
4260,2343801,"Waffle, whole grain, reduced fat",survey_fndds_food
4261,2343802,"Waffle, whole grain, fruit, frozen",survey_fndds_food
4262,2343803,"Waffle, plain, fast food / restaurant",survey_fndds_food
4263,2343804,"Waffle, chocolate, fast food / restaurant",survey_fndds_food
4264,2343805,"Waffle, fruit, fast food / restaurant",survey_fndds_food
4265,2343806,"Waffle, whole grain, fast food / restaurant",survey_fndds_food
4266,2343807,"Waffle, school",survey_fndds_food
4267,2343808,"Waffle, plain",survey_fndds_food
4268,2343809,"Waffle, fruit",survey_fndds_food
4269,2343810,"Waffle, chocolate",survey_fndds_food
4270,2343811,"Waffle, cinnamon",survey_fndds_food
4271,2343812,"Waffle, whole grain",survey_fndds_food
4272,2343813,"Waffle, gluten free",survey_fndds_food
4273,2343814,"French toast, NFS",survey_fndds_food
4274,2343815,"French toast, frozen",survey_fndds_food
4275,2343816,"French toast, fast food / restaurant",survey_fndds_food
4276,2343817,"French toast, school",survey_fndds_food
4277,2343818,"French toast, plain",survey_fndds_food
4278,2343819,"French toast, whole grain",survey_fndds_food
4279,2343820,"French toast, gluten free",survey_fndds_food
4280,2343821,French toast sticks,survey_fndds_food
4281,2343822,"French toast sticks, fast food / restaurant",survey_fndds_food
4282,2343823,"French toast sticks, school",survey_fndds_food
4283,2343824,"Crepe, NFS",survey_fndds_food
4284,2343825,"Crepe, plain",survey_fndds_food
4285,2343826,Chinese pancake,survey_fndds_food
4286,2343827,"Dumpling, no meat",survey_fndds_food
4287,2343828,Cake made with glutinous rice,survey_fndds_food
4288,2343829,Idli,survey_fndds_food
4289,2343830,"Dosa, plain",survey_fndds_food
4290,2343831,Cake made with glutinous rice and dried beans,survey_fndds_food
4291,2343832,Funnel cake with sugar,survey_fndds_food
4292,2343833,Funnel cake with sugar and fruit,survey_fndds_food
4293,2343834,"Pasta, vegetable, cooked",survey_fndds_food
4294,2343835,"Noodles, cooked",survey_fndds_food
4295,2343836,"Noodles, whole grain, cooked",survey_fndds_food
4296,2343837,"Noodles, vegetable, cooked",survey_fndds_food
4297,2343838,"Noodles, chow mein",survey_fndds_food
4298,2343839,"Long rice noodles, made from mung beans, cooked",survey_fndds_food
4299,2343840,"Rice noodles, cooked",survey_fndds_food
4300,2343841,"Pasta, cooked",survey_fndds_food
4301,2343842,"Pasta, whole grain, cooked",survey_fndds_food
4302,2343843,"Pasta, gluten free",survey_fndds_food
4303,2343844,"Cereal, cooked, NFS",survey_fndds_food
4304,2343845,Barley,survey_fndds_food
4305,2343846,Buckwheat groats,survey_fndds_food
4306,2343847,"Grits, NFS",survey_fndds_food
4307,2343848,"Grits, regular or quick, made with water, NS as to fat",survey_fndds_food
4308,2343849,"Grits, regular or quick, made with water, no added fat",survey_fndds_food
4309,2343850,"Grits, regular or quick, made with water, fat added",survey_fndds_food
4310,2343851,"Grits, with cheese, NS as to fat",survey_fndds_food
4311,2343852,"Grits, with cheese, no added fat",survey_fndds_food
4312,2343853,"Grits, with cheese, fat added",survey_fndds_food
4313,2343854,"Grits, instant, made with water, no added fat",survey_fndds_food
4314,2343855,"Grits, instant, made with water, fat added",survey_fndds_food
4315,2343856,"Grits, instant, made with water, NS as to fat",survey_fndds_food
4316,2343857,"Cornmeal mush, NS as to fat",survey_fndds_food
4317,2343858,"Cornmeal mush, no added fat",survey_fndds_food
4318,2343859,"Cornmeal mush, fat added",survey_fndds_food
4319,2343860,"Masa harina, cooked",survey_fndds_food
4320,2343861,Millet,survey_fndds_food
4321,2343862,"Oatmeal, fast food, plain",survey_fndds_food
4322,2343863,"Oatmeal, fast food, flavored",survey_fndds_food
4323,2343864,"Oatmeal, NFS",survey_fndds_food
4324,2343865,"Oatmeal, regular or quick, made with water, no added fat",survey_fndds_food
4325,2343866,"Oatmeal, regular or quick, made with water, fat added",survey_fndds_food
4326,2343867,"Oatmeal, regular or quick, made with milk, no added fat",survey_fndds_food
4327,2343868,"Oatmeal, regular or quick, made with milk, fat added",survey_fndds_food
4328,2343869,"Oatmeal, regular or quick, made with non-dairy milk, no added fat",survey_fndds_food
4329,2343870,"Oatmeal, regular or quick, made with non-dairy milk, fat added",survey_fndds_food
4330,2343871,"Oatmeal, instant, plain, made with water, no added fat",survey_fndds_food
4331,2343872,"Oatmeal, instant, plain, made with water, fat added",survey_fndds_food
4332,2343873,"Oatmeal, instant, plain, made with milk, no added fat",survey_fndds_food
4333,2343874,"Oatmeal, instant, plain, made with milk, fat added",survey_fndds_food
4334,2343875,"Oatmeal, instant, plain, made with non-dairy milk, no added fat",survey_fndds_food
4335,2343876,"Oatmeal, instant, plain, made with non-dairy milk, fat added",survey_fndds_food
4336,2343877,"Oatmeal, instant, maple flavored, no added fat",survey_fndds_food
4337,2343878,"Oatmeal, instant, maple flavored, fat added",survey_fndds_food
4338,2343879,"Oatmeal, instant, fruit flavored, no added fat",survey_fndds_food
4339,2343880,"Oatmeal, instant, fruit flavored, fat added",survey_fndds_food
4340,2343881,"Oatmeal, reduced sugar",survey_fndds_food
4341,2343882,"Oatmeal, multigrain",survey_fndds_food
4342,2343883,"Quinoa, NS as to fat",survey_fndds_food
4343,2343884,"Quinoa, no added fat",survey_fndds_food
4344,2343885,"Quinoa, fat added",survey_fndds_food
4345,2343886,"Rice, cooked, NFS",survey_fndds_food
4346,2343887,"Rice, white, cooked, NS as to fat",survey_fndds_food
4347,2343888,"Rice, white, cooked, made with oil",survey_fndds_food
4348,2343889,"Rice, white, cooked, made with butter",survey_fndds_food
4349,2343890,"Rice, white, cooked, made with margarine",survey_fndds_food
4350,2343891,"Rice, white, cooked, fat added, NS as to fat type",survey_fndds_food
4351,2343892,"Rice, white, cooked, no added fat",survey_fndds_food
4352,2343893,"Rice, brown, cooked, NS as to fat",survey_fndds_food
4353,2343894,"Rice, brown, cooked, fat added, made with oil",survey_fndds_food
4354,2343895,"Rice, brown, cooked, made with butter",survey_fndds_food
4355,2343896,"Rice, brown, cooked, made with margarine",survey_fndds_food
4356,2343897,"Rice, brown, cooked, fat added, NS as to fat type",survey_fndds_food
4357,2343898,"Rice, brown, cooked, no added fat",survey_fndds_food
4358,2343899,Cream of rice,survey_fndds_food
4359,2343900,"Rice, cooked, with milk",survey_fndds_food
4360,2343901,"Rice, sweet, cooked with honey",survey_fndds_food
4361,2343902,Congee,survey_fndds_food
4362,2343903,"Yellow rice, cooked, NS as to fat",survey_fndds_food
4363,2343904,"Yellow rice, cooked, no added fat",survey_fndds_food
4364,2343905,"Yellow rice, cooked, fat added",survey_fndds_food
4365,2343906,"Rice, white, cooked, glutinous",survey_fndds_food
4366,2343907,"Rice, wild, 100%, cooked, NS as to fat",survey_fndds_food
4367,2343908,"Rice, wild, 100%, cooked, no added fat",survey_fndds_food
4368,2343909,"Rice, wild, 100%, cooked, fat added",survey_fndds_food
4369,2343910,"Rice, white and wild, cooked, no added fat",survey_fndds_food
4370,2343911,"Rice, brown and wild, cooked, no added fat",survey_fndds_food
4371,2343912,"Rice, white and wild, cooked, fat added",survey_fndds_food
4372,2343913,"Rice, white and wild, cooked, NS as to fat",survey_fndds_food
4373,2343914,"Rice, brown and wild, cooked, fat added",survey_fndds_food
4374,2343915,"Rice, brown and wild, cooked, NS as to fat",survey_fndds_food
4375,2343916,"Rice, white, cooked with fat, Puerto Rican style",survey_fndds_food
4376,2343917,"Cream of wheat, NFS",survey_fndds_food
4377,2343918,"Cream of wheat, regular or quick, made with water, no added fat",survey_fndds_food
4378,2343919,"Cream of wheat, regular or quick, made with water, fat added",survey_fndds_food
4379,2343920,"Cream of wheat, instant, made with water, no added fat",survey_fndds_food
4380,2343921,"Cream of wheat, instant, made with water, fat added",survey_fndds_food
4381,2343922,"Bulgur, no added fat",survey_fndds_food
4382,2343923,"Bulgur, fat added",survey_fndds_food
4383,2343924,"Bulgur, NS as to fat",survey_fndds_food
4384,2343925,"Couscous, plain, cooked",survey_fndds_food
4385,2343926,"Whole wheat cereal, cooked",survey_fndds_food
4386,2343927,"Wheat cereal, chocolate flavored, cooked",survey_fndds_food
4387,2343928,"Oat bran cereal, cooked",survey_fndds_food
4388,2343929,"Cereal, ready-to-eat, NFS",survey_fndds_food
4389,2343930,"Cereal, O's, flavored",survey_fndds_food
4390,2343931,"Cereal, crunch",survey_fndds_food
4391,2343932,"Cereal, O's, plain",survey_fndds_food
4392,2343933,"Cereal, chocolate puffs",survey_fndds_food
4393,2343934,"Cereal, cinnamon toast",survey_fndds_food
4394,2343935,"Cereal, chocolate crispy",survey_fndds_food
4395,2343936,"Cereal, corn squares",survey_fndds_food
4396,2343937,"Cereal, corn flakes, plain",survey_fndds_food
4397,2343938,"Cereal, corn puffs",survey_fndds_food
4398,2343939,"Cereal, rice crispy, plain",survey_fndds_food
4399,2343940,"Cereal, bran flakes, plain",survey_fndds_food
4400,2343941,"Cereal, shredded wheat, flavored",survey_fndds_food
4401,2343942,"Cereal, rice crispy, flavored",survey_fndds_food
4402,2343943,"Cereal, fruit rings",survey_fndds_food
4403,2343944,"Cereal, fruit crispy",survey_fndds_food
4404,2343945,"Cereal, granola",survey_fndds_food
4405,2343946,"Cereal, oat bunches",survey_fndds_food
4406,2343947,"Cereal, corn squares, flavored",survey_fndds_food
4407,2343948,"Cereal, O's, honey nut",survey_fndds_food
4408,2343949,"Cereal, multigrain",survey_fndds_food
4409,2343950,"Cereal, oat squares",survey_fndds_food
4410,2343951,"Cereal, frosted oats with marshmallows",survey_fndds_food
4411,2343952,"Cereal, O's, multigrain",survey_fndds_food
4412,2343953,"Cereal, bran flakes, flavored",survey_fndds_food
4413,2343954,"Cereal, rice squares",survey_fndds_food
4414,2343955,"Cereal, K's, plain",survey_fndds_food
4415,2343956,"Cereal, K's, flavored",survey_fndds_food
4416,2343957,"Cereal, flavored puffs",survey_fndds_food
4417,2343958,"Cereal, corn flakes, flavored",survey_fndds_food
4418,2343959,"Cereal, O's, NFS",survey_fndds_food
4419,2343960,"Cereal, wheat squares",survey_fndds_food
4420,2343961,Wheat germ,survey_fndds_food
4421,2343962,"Cereal, plain puffs",survey_fndds_food
4422,2343963,"Cereal, shredded wheat, plain",survey_fndds_food
4423,2343964,"Cereal, wheat flakes",survey_fndds_food
4424,2343965,"Cereal, other, NFS",survey_fndds_food
4425,2343966,"Cereal, other, plain",survey_fndds_food
4426,2343967,"Cereal, other, fruit flavored",survey_fndds_food
4427,2343968,"Cereal, other, chocolate",survey_fndds_food
4428,2343969,"Cereal, other, peanut butter",survey_fndds_food
4429,2343970,"Cereal, other, honey",survey_fndds_food
4430,2343971,"Cereal, reduced sugar",survey_fndds_food
4431,2343972,Wheat bran,survey_fndds_food
4432,2343973,"Oats, raw",survey_fndds_food
4433,2343974,"Cereal, oat bran, ready-to-eat",survey_fndds_food
4434,2343975,"Baby Toddler cereal, barley, dry",survey_fndds_food
4435,2343976,"Baby Toddler cereal, oatmeal, dry",survey_fndds_food
4436,2343977,"Baby Toddler cereal, rice, dry",survey_fndds_food
4437,2343978,"Baby Toddler cereal, rice with fruit, dry",survey_fndds_food
4438,2343979,"Baby Toddler cereal, multigrain with fruit, dry",survey_fndds_food
4439,2343980,"Baby Toddler cereal, multigrain, dry",survey_fndds_food
4440,2343981,"Baby Toddler cereal, oatmeal with fruit, dry",survey_fndds_food
4441,2343982,"Baby Toddler cereal, NFS",survey_fndds_food
4442,2343983,"Baby Toddler cereal, rice, ready-to-eat",survey_fndds_food
4443,2343984,"Baby Toddler cereal, oatmeal, ready-to-eat",survey_fndds_food
4444,2343985,"Baby Toddler cereal, multigrain, ready-to-eat",survey_fndds_food
4445,2343986,"Baby Toddler cereal, multigrain with fruit, ready-to-eat",survey_fndds_food
4446,2343987,"Baby Toddler cereal, oatmeal with fruit, ready-to-eat",survey_fndds_food
4447,2343988,"Baby Toddler cereal, rice with fruit, ready-to-eat",survey_fndds_food
4448,2343989,Chilaquiles,survey_fndds_food
4449,2343990,Frito pie,survey_fndds_food
4450,2343991,Mexican pizza,survey_fndds_food
4451,2343992,Taco or tostada salad with meat,survey_fndds_food
4452,2343993,Taco or tostada salad with chicken,survey_fndds_food
4453,2343994,"Taco or tostada salad, meatless",survey_fndds_food
4454,2343995,Taco or tostada salad with meat and sour cream,survey_fndds_food
4455,2343996,Taco or tostada salad with chicken and sour cream,survey_fndds_food
4456,2343997,"Taco or tostada salad, meatless with sour cream",survey_fndds_food
4457,2343998,"Taco, NFS",survey_fndds_food
4458,2343999,"Taco, corn tortilla, beef, cheese",survey_fndds_food
4459,2344000,"Taco, corn tortilla, beef, with beans, cheese",survey_fndds_food
4460,2344001,"Taco, corn tortilla, pork, cheese",survey_fndds_food
4461,2344002,"Taco, corn tortilla, pork, with beans, cheese",survey_fndds_food
4462,2344003,"Taco, corn tortilla, chicken, cheese",survey_fndds_food
4463,2344004,"Taco, corn tortilla, chicken, with beans, cheese",survey_fndds_food
4464,2344005,"Taco, corn tortilla, with beans, cheese",survey_fndds_food
4465,2344006,"Taco, flour tortilla, beef, cheese",survey_fndds_food
4466,2344007,"Taco, flour tortilla, beef, with beans, cheese",survey_fndds_food
4467,2344008,"Taco, flour tortilla, pork, cheese",survey_fndds_food
4468,2344009,"Taco, flour tortilla, pork, with beans, cheese",survey_fndds_food
4469,2344010,"Taco, flour tortilla, chicken, cheese",survey_fndds_food
4470,2344011,"Taco, flour tortilla, chicken, with beans, cheese",survey_fndds_food
4471,2344012,"Taco, flour tortilla, with beans, cheese",survey_fndds_food
4472,2344013,"Taco, fish",survey_fndds_food
4473,2344014,"Taco, meat, no cheese",survey_fndds_food
4474,2344015,"Taco, meat, with beans, no cheese",survey_fndds_food
4475,2344016,"Taco, with beans, no cheese",survey_fndds_food
4476,2344017,"Taco, cheese only",survey_fndds_food
4477,2344018,"Burrito, NFS",survey_fndds_food
4478,2344019,"Burrito, beef, cheese",survey_fndds_food
4479,2344020,"Burrito, beef, with rice, cheese",survey_fndds_food
4480,2344021,"Burrito, beef, with beans, cheese",survey_fndds_food
4481,2344022,"Burrito, beef, with beans and rice, cheese",survey_fndds_food
4482,2344023,"Burrito, pork, cheese",survey_fndds_food
4483,2344024,"Burrito, pork, with rice, cheese",survey_fndds_food
4484,2344025,"Burrito, pork, with beans, cheese",survey_fndds_food
4485,2344026,"Burrito, pork, with beans and rice, cheese",survey_fndds_food
4486,2344027,"Burrito, chicken, cheese",survey_fndds_food
4487,2344028,"Burrito, chicken, with rice, cheese",survey_fndds_food
4488,2344029,"Burrito, chicken, with beans, cheese",survey_fndds_food
4489,2344030,"Burrito, chicken, with beans and rice, cheese",survey_fndds_food
4490,2344031,"Burrito, with beans, no cheese",survey_fndds_food
4491,2344032,"Burrito, with beans, cheese",survey_fndds_food
4492,2344033,"Burrito, with beans and rice, cheese",survey_fndds_food
4493,2344034,"Burrito, meat, no cheese",survey_fndds_food
4494,2344035,"Burrito, meat, with rice, no cheese",survey_fndds_food
4495,2344036,"Burrito, meat, with beans, no cheese",survey_fndds_food
4496,2344037,"Burrito, meat, with beans and rice, no cheese",survey_fndds_food
4497,2344038,"Burrito, cheese only",survey_fndds_food
4498,2344039,"Burrito bowl, NFS",survey_fndds_food
4499,2344040,"Burrito bowl, beef or pork",survey_fndds_food
4500,2344041,"Burrito bowl, beef or pork, with rice",survey_fndds_food
4501,2344042,"Burrito bowl, beef or pork, with beans",survey_fndds_food
4502,2344043,"Burrito bowl, beef or pork, with beans and rice",survey_fndds_food
4503,2344044,"Burrito bowl, chicken",survey_fndds_food
4504,2344045,"Burrito bowl, chicken, with rice",survey_fndds_food
